candidate_id,escaped_backbone,denominators,min_denominator,max_denominator,length,gap_pattern,exact_sum,sum_minus_1,kill_mask,kill_primes,kill_count,first_killing_prime,covering_third_primes,contains_37_38,contains_61_62,contains_adjacent_factor_pair,valuation_profile_p2,top_layer_residue_sum_p2,valuation_profile_p13,top_layer_residue_sum_p13,valuation_profile_p17,top_layer_residue_sum_p17,valuation_profile_p19,top_layer_residue_sum_p19,valuation_profile_p31,top_layer_residue_sum_p31,valuation_profile_p37,top_layer_residue_sum_p37,valuation_profile_p41,top_layer_residue_sum_p41,valuation_profile_p47,top_layer_residue_sum_p47,valuation_profile_p53,top_layer_residue_sum_p53,valuation_profile_p59,top_layer_residue_sum_p59,valuation_profile_p61,top_layer_residue_sum_p61,valuation_profile_p67,top_layer_residue_sum_p67
36676,19+37,8;10;12;13;14;16;18;20;21;23;24;26;28;29;30;32;33;34,8,34,18,2;2;1;1;2;2;2;1;2;1;2;2;1;1;2;1;1,16188581741/16344488160,-155906419/16344488160,522111,2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,17,2,19+37->2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=1;tops=13;26,8,max=1;tops=34,9,max=0;tops=8;10;12;13;14;16;18;20;21;23;24;26;28;29;30;32;33;34,1,max=0;tops=8;10;12;13;14;16;18;20;21;23;24;26;28;29;30;32;33;34,15,max=0;tops=8;10;12;13;14;16;18;20;21;23;24;26;28;29;30;32;33;34,1,max=0;tops=8;10;12;13;14;16;18;20;21;23;24;26;28;29;30;32;33;34,6,max=0;tops=8;10;12;13;14;16;18;20;21;23;24;26;28;29;30;32;33;34,23,max=0;tops=8;10;12;13;14;16;18;20;21;23;24;26;28;29;30;32;33;34,9,max=0;tops=8;10;12;13;14;16;18;20;21;23;24;26;28;29;30;32;33;34,27,max=0;tops=8;10;12;13;14;16;18;20;21;23;24;26;28;29;30;32;33;34,48,max=0;tops=8;10;12;13;14;16;18;20;21;23;24;26;28;29;30;32;33;34,0
36709,19+37,8;10;12;13;14;16;18;20;22;23;24;25;26;27;29;30;32;33,8,33,18,2;2;1;1;2;2;2;2;1;1;1;1;1;2;1;2;1,14424602683/14421607200,2995483/14421607200,522111,2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,17,2,19+37->2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=1;tops=13;26,8,max=0;tops=8;10;12;13;14;16;18;20;22;23;24;25;26;27;29;30;32;33,4,max=0;tops=8;10;12;13;14;16;18;20;22;23;24;25;26;27;29;30;32;33,1,max=0;tops=8;10;12;13;14;16;18;20;22;23;24;25;26;27;29;30;32;33,2,max=0;tops=8;10;12;13;14;16;18;20;22;23;24;25;26;27;29;30;32;33,1,max=0;tops=8;10;12;13;14;16;18;20;22;23;24;25;26;27;29;30;32;33,36,max=0;tops=8;10;12;13;14;16;18;20;22;23;24;25;26;27;29;30;32;33,8,max=0;tops=8;10;12;13;14;16;18;20;22;23;24;25;26;27;29;30;32;33,52,max=0;tops=8;10;12;13;14;16;18;20;22;23;24;25;26;27;29;30;32;33,42,max=0;tops=8;10;12;13;14;16;18;20;22;23;24;25;26;27;29;30;32;33,21,max=0;tops=8;10;12;13;14;16;18;20;22;23;24;25;26;27;29;30;32;33,31
39144,19+37,8;10;12;13;15;17;18;20;21;22;23;24;25;27;29;30;32;34,8,34,18,2;2;1;2;2;1;2;1;1;1;1;1;2;2;1;2;2,245176044521/245167322400,8722121/245167322400,522111,2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,17,2,19+37->2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=1;tops=13,1,max=1;tops=17;34,10,max=0;tops=8;10;12;13;15;17;18;20;21;22;23;24;25;27;29;30;32;34,1,max=0;tops=8;10;12;13;15;17;18;20;21;22;23;24;25;27;29;30;32;34,22,max=0;tops=8;10;12;13;15;17;18;20;21;22;23;24;25;27;29;30;32;34,1,max=0;tops=8;10;12;13;15;17;18;20;21;22;23;24;25;27;29;30;32;34,16,max=0;tops=8;10;12;13;15;17;18;20;21;22;23;24;25;27;29;30;32;34,5,max=0;tops=8;10;12;13;15;17;18;20;21;22;23;24;25;27;29;30;32;34,32,max=0;tops=8;10;12;13;15;17;18;20;21;22;23;24;25;27;29;30;32;34,45,max=0;tops=8;10;12;13;15;17;18;20;21;22;23;24;25;27;29;30;32;34,17,max=0;tops=8;10;12;13;15;17;18;20;21;22;23;24;25;27;29;30;32;34,37
39168,19+37,8;10;12;13;15;17;18;20;21;22;23;24;26;28;29;30;32;34,8,34,18,2;2;1;2;2;1;2;1;1;1;1;2;2;1;1;2;2,465665845/466985376,-1319531/466985376,522099,2;3;11;13;17;23;29;31;41;43;47;53;59;61;67,15,2,19+37->2;3;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=1;tops=13;26,8,max=1;tops=17;34,10,max=0;tops=8;10;12;13;15;17;18;20;21;22;23;24;26;28;29;30;32;34,1,max=0;tops=8;10;12;13;15;17;18;20;21;22;23;24;26;28;29;30;32;34,10,max=0;tops=8;10;12;13;15;17;18;20;21;22;23;24;26;28;29;30;32;34,1,max=0;tops=8;10;12;13;15;17;18;20;21;22;23;24;26;28;29;30;32;34,7,max=0;tops=8;10;12;13;15;17;18;20;21;22;23;24;26;28;29;30;32;34,46,max=0;tops=8;10;12;13;15;17;18;20;21;22;23;24;26;28;29;30;32;34,47,max=0;tops=8;10;12;13;15;17;18;20;21;22;23;24;26;28;29;30;32;34,28,max=0;tops=8;10;12;13;15;17;18;20;21;22;23;24;26;28;29;30;32;34,21,max=0;tops=8;10;12;13;15;17;18;20;21;22;23;24;26;28;29;30;32;34,34
41514,19+37,8;10;12;14;15;16;18;20;22;23;24;25;26;27;28;30;31;32,8,32,18,2;2;2;1;1;2;2;2;1;1;1;1;1;1;2;1;1,15310412657/15416200800,-105788143/15416200800,521599,2;3;5;7;11;13;17;23;31;41;43;47;53;59;61;67,16,2,19+37->2;3;5;7;11;13;17;23;31;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=1;tops=26,7,max=0;tops=8;10;12;14;15;16;18;20;22;23;24;25;26;27;28;30;31;32,7,max=0;tops=8;10;12;14;15;16;18;20;22;23;24;25;26;27;28;30;31;32,1,max=1;tops=31,1,max=0;tops=8;10;12;14;15;16;18;20;22;23;24;25;26;27;28;30;31;32,1,max=0;tops=8;10;12;14;15;16;18;20;22;23;24;25;26;27;28;30;31;32,32,max=0;tops=8;10;12;14;15;16;18;20;22;23;24;25;26;27;28;30;31;32,17,max=0;tops=8;10;12;14;15;16;18;20;22;23;24;25;26;27;28;30;31;32,41,max=0;tops=8;10;12;14;15;16;18;20;22;23;24;25;26;27;28;30;31;32,23,max=0;tops=8;10;12;14;15;16;18;20;22;23;24;25;26;27;28;30;31;32,41,max=0;tops=8;10;12;14;15;16;18;20;22;23;24;25;26;27;28;30;31;32,66
41587,19+37,8;10;12;14;15;16;18;20;22;24;25;27;28;30;31;32;33;34;35,8,35,19,2;2;2;1;1;2;2;2;2;1;2;1;2;1;1;1;1;1,876054371/876506400,-452029/876506400,522111,2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,17,2,19+37->2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=0;tops=8;10;12;14;15;16;18;20;22;24;25;27;28;30;31;32;33;34;35,12,max=1;tops=34,9,max=0;tops=8;10;12;14;15;16;18;20;22;24;25;27;28;30;31;32;33;34;35,1,max=1;tops=31,1,max=0;tops=8;10;12;14;15;16;18;20;22;24;25;27;28;30;31;32;33;34;35,1,max=0;tops=8;10;12;14;15;16;18;20;22;24;25;27;28;30;31;32;33;34;35,10,max=0;tops=8;10;12;14;15;16;18;20;22;24;25;27;28;30;31;32;33;34;35,5,max=0;tops=8;10;12;14;15;16;18;20;22;24;25;27;28;30;31;32;33;34;35,41,max=0;tops=8;10;12;14;15;16;18;20;22;24;25;27;28;30;31;32;33;34;35,15,max=0;tops=8;10;12;14;15;16;18;20;22;24;25;27;28;30;31;32;33;34;35,32,max=0;tops=8;10;12;14;15;16;18;20;22;24;25;27;28;30;31;32;33;34;35,5
42088,19+37,8;10;12;14;15;17;18;20;21;22;23;24;25;26;28;29;30;31,8,31,18,2;2;2;1;2;1;2;1;1;1;1;1;1;2;1;1;1,317711933549/316674458100,1037475449/316674458100,522110,3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,16,3,19+37->3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=26,7,max=1;tops=17,1,max=0;tops=8;10;12;14;15;17;18;20;21;22;23;24;25;26;28;29;30;31,1,max=1;tops=31,1,max=0;tops=8;10;12;14;15;17;18;20;21;22;23;24;25;26;28;29;30;31,1,max=0;tops=8;10;12;14;15;17;18;20;21;22;23;24;25;26;28;29;30;31,15,max=0;tops=8;10;12;14;15;17;18;20;21;22;23;24;25;26;28;29;30;31,40,max=0;tops=8;10;12;14;15;17;18;20;21;22;23;24;25;26;28;29;30;31,2,max=0;tops=8;10;12;14;15;17;18;20;21;22;23;24;25;26;28;29;30;31,25,max=0;tops=8;10;12;14;15;17;18;20;21;22;23;24;25;26;28;29;30;31,16,max=0;tops=8;10;12;14;15;17;18;20;21;22;23;24;25;26;28;29;30;31,53
43409,19+37,8;10;12;14;16;17;18;20;21;23;24;26;27;28;29;31;32;33;34,8,34,19,2;2;2;2;1;1;2;1;2;1;2;1;1;1;2;1;1;1,1532689345417/1520037398880,12651946537/1520037398880,522111,2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,17,2,19+37->2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=1;tops=26,7,max=1;tops=17;34,10,max=0;tops=8;10;12;14;16;17;18;20;21;23;24;26;27;28;29;31;32;33;34,1,max=1;tops=31,1,max=0;tops=8;10;12;14;16;17;18;20;21;23;24;26;27;28;29;31;32;33;34,1,max=0;tops=8;10;12;14;16;17;18;20;21;23;24;26;27;28;29;31;32;33;34,32,max=0;tops=8;10;12;14;16;17;18;20;21;23;24;26;27;28;29;31;32;33;34,23,max=0;tops=8;10;12;14;16;17;18;20;21;23;24;26;27;28;29;31;32;33;34,29,max=0;tops=8;10;12;14;16;17;18;20;21;23;24;26;27;28;29;31;32;33;34,57,max=0;tops=8;10;12;14;16;17;18;20;21;23;24;26;27;28;29;31;32;33;34,14,max=0;tops=8;10;12;14;16;17;18;20;21;23;24;26;27;28;29;31;32;33;34,20
44923,2+31,9;10;11;12;13;14;15;17;18;20;21;23;25;26;27;29,9,29,16,1;1;1;1;1;1;2;1;2;1;2;2;1;1;2,7706142013/7661478825,44663188/7661478825,523262,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,17,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=2;tops=12;20,0,max=1;tops=13;26,8,max=1;tops=17,1,max=0;tops=9;10;11;12;13;14;15;17;18;20;21;23;25;26;27;29,17,max=0;tops=9;10;11;12;13;14;15;17;18;20;21;23;25;26;27;29,1,max=0;tops=9;10;11;12;13;14;15;17;18;20;21;23;25;26;27;29,35,max=0;tops=9;10;11;12;13;14;15;17;18;20;21;23;25;26;27;29,32,max=0;tops=9;10;11;12;13;14;15;17;18;20;21;23;25;26;27;29,7,max=0;tops=9;10;11;12;13;14;15;17;18;20;21;23;25;26;27;29,20,max=0;tops=9;10;11;12;13;14;15;17;18;20;21;23;25;26;27;29,18,max=0;tops=9;10;11;12;13;14;15;17;18;20;21;23;25;26;27;29,38,max=0;tops=9;10;11;12;13;14;15;17;18;20;21;23;25;26;27;29,49
46220,19+37,9;10;11;12;13;15;17;18;20;22;24;25;26;28;29;31;32,9,32,17,1;1;1;1;2;2;1;2;2;2;1;1;2;1;2;1,36444557053/36715879200,-271322147/36715879200,522109,2;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,16,2,19+37->2;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=1;tops=13;26,8,max=1;tops=17,1,max=0;tops=9;10;11;12;13;15;17;18;20;22;24;25;26;28;29;31;32,1,max=1;tops=31,1,max=0;tops=9;10;11;12;13;15;17;18;20;22;24;25;26;28;29;31;32,1,max=0;tops=9;10;11;12;13;15;17;18;20;22;24;25;26;28;29;31;32,39,max=0;tops=9;10;11;12;13;15;17;18;20;22;24;25;26;28;29;31;32,37,max=0;tops=9;10;11;12;13;15;17;18;20;22;24;25;26;28;29;31;32,4,max=0;tops=9;10;11;12;13;15;17;18;20;22;24;25;26;28;29;31;32,48,max=0;tops=9;10;11;12;13;15;17;18;20;22;24;25;26;28;29;31;32,59,max=0;tops=9;10;11;12;13;15;17;18;20;22;24;25;26;28;29;31;32,49
47293,19+37,9;10;11;12;14;15;17;18;20;21;22;24;26;27;29;30;32,9,32,17,1;1;1;2;1;2;1;2;1;1;2;2;1;2;1;2,425155435/426377952,-1222517/426377952,505723,2;3;7;11;13;17;23;29;31;41;43;53;59;61;67,15,2,19+37->2;3;7;11;13;17;23;29;31;41;43;53;59;61;67,false,false,false,max=5;tops=32,1,max=1;tops=26,7,max=1;tops=17,1,max=0;tops=9;10;11;12;14;15;17;18;20;21;22;24;26;27;29;30;32,1,max=0;tops=9;10;11;12;14;15;17;18;20;21;22;24;26;27;29;30;32,3,max=0;tops=9;10;11;12;14;15;17;18;20;21;22;24;26;27;29;30;32,1,max=0;tops=9;10;11;12;14;15;17;18;20;21;22;24;26;27;29;30;32,40,max=0;tops=9;10;11;12;14;15;17;18;20;21;22;24;26;27;29;30;32,1,max=0;tops=9;10;11;12;14;15;17;18;20;21;22;24;26;27;29;30;32,35,max=0;tops=9;10;11;12;14;15;17;18;20;21;22;24;26;27;29;30;32,33,max=0;tops=9;10;11;12;14;15;17;18;20;21;22;24;26;27;29;30;32,33,max=0;tops=9;10;11;12;14;15;17;18;20;21;22;24;26;27;29;30;32,17
49450,19+37,9;10;11;12;14;16;18;20;21;23;24;26;27;28;29;31;33;34,9,34,18,1;1;1;2;2;2;2;1;2;1;2;1;1;1;2;2;1,756423899801/760018699440,-3594799639/760018699440,522111,2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,17,2,19+37->2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=4;tops=16,1,max=1;tops=26,7,max=1;tops=34,9,max=0;tops=9;10;11;12;14;16;18;20;21;23;24;26;27;28;29;31;33;34,1,max=1;tops=31,1,max=0;tops=9;10;11;12;14;16;18;20;21;23;24;26;27;28;29;31;33;34,1,max=0;tops=9;10;11;12;14;16;18;20;21;23;24;26;27;28;29;31;33;34,5,max=0;tops=9;10;11;12;14;16;18;20;21;23;24;26;27;28;29;31;33;34,7,max=0;tops=9;10;11;12;14;16;18;20;21;23;24;26;27;28;29;31;33;34,14,max=0;tops=9;10;11;12;14;16;18;20;21;23;24;26;27;28;29;31;33;34,19,max=0;tops=9;10;11;12;14;16;18;20;21;23;24;26;27;28;29;31;33;34,36,max=0;tops=9;10;11;12;14;16;18;20;21;23;24;26;27;28;29;31;33;34,6
55260,19+37,9;10;11;13;15;17;18;20;21;23;25;26;27;29;30;32;33;34;35,9,35,19,1;1;2;2;2;1;2;1;2;2;1;1;2;1;2;1;1;1,246132602561/245167322400,965280161/245167322400,522111,2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,17,2,19+37->2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=1;tops=13;26,8,max=1;tops=17;34,10,max=0;tops=9;10;11;13;15;17;18;20;21;23;25;26;27;29;30;32;33;34;35,1,max=0;tops=9;10;11;13;15;17;18;20;21;23;25;26;27;29;30;32;33;34;35,13,max=0;tops=9;10;11;13;15;17;18;20;21;23;25;26;27;29;30;32;33;34;35,1,max=0;tops=9;10;11;13;15;17;18;20;21;23;25;26;27;29;30;32;33;34;35,32,max=0;tops=9;10;11;13;15;17;18;20;21;23;25;26;27;29;30;32;33;34;35,26,max=0;tops=9;10;11;13;15;17;18;20;21;23;25;26;27;29;30;32;33;34;35,26,max=0;tops=9;10;11;13;15;17;18;20;21;23;25;26;27;29;30;32;33;34;35,36,max=0;tops=9;10;11;13;15;17;18;20;21;23;25;26;27;29;30;32;33;34;35,6,max=0;tops=9;10;11;13;15;17;18;20;21;23;25;26;27;29;30;32;33;34;35,35
56638,2+31,9;10;12;13;14;15;17;18;19;20;21;23;25;26;27;29;30,9,30,17,1;2;1;1;1;2;1;1;1;1;2;2;1;1;2;1,26490360649/26466926850,23433799/26466926850,523262,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,17,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=2;tops=12;20,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=9;10;12;13;14;15;17;18;19;20;21;23;25;26;27;29;30,1,max=0;tops=9;10;12;13;14;15;17;18;19;20;21;23;25;26;27;29;30,31,max=0;tops=9;10;12;13;14;15;17;18;19;20;21;23;25;26;27;29;30,15,max=0;tops=9;10;12;13;14;15;17;18;19;20;21;23;25;26;27;29;30,40,max=0;tops=9;10;12;13;14;15;17;18;19;20;21;23;25;26;27;29;30,28,max=0;tops=9;10;12;13;14;15;17;18;19;20;21;23;25;26;27;29;30,5,max=0;tops=9;10;12;13;14;15;17;18;19;20;21;23;25;26;27;29;30,31,max=0;tops=9;10;12;13;14;15;17;18;19;20;21;23;25;26;27;29;30,19
58017,19+37,9;10;12;13;14;16;17;18;20;22;23;25;26;28;29;31;33;35,9,35,18,1;2;1;1;2;1;1;2;2;1;2;1;2;1;2;2;2,421556654507/422232610800,-675956293/422232610800,522109,2;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,16,2,19+37->2;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=4;tops=16,1,max=1;tops=13;26,8,max=1;tops=17,1,max=0;tops=9;10;12;13;14;16;17;18;20;22;23;25;26;28;29;31;33;35,1,max=1;tops=31,1,max=0;tops=9;10;12;13;14;16;17;18;20;22;23;25;26;28;29;31;33;35,1,max=0;tops=9;10;12;13;14;16;17;18;20;22;23;25;26;28;29;31;33;35,36,max=0;tops=9;10;12;13;14;16;17;18;20;22;23;25;26;28;29;31;33;35,2,max=0;tops=9;10;12;13;14;16;17;18;20;22;23;25;26;28;29;31;33;35,36,max=0;tops=9;10;12;13;14;16;17;18;20;22;23;25;26;28;29;31;33;35,51,max=0;tops=9;10;12;13;14;16;17;18;20;22;23;25;26;28;29;31;33;35,45,max=0;tops=9;10;12;13;14;16;17;18;20;22;23;25;26;28;29;31;33;35,22
59886,19+37,9;10;12;13;15;16;17;18;20;22;23;25;26;28;29;30;31;33,9,33,18,1;2;1;2;1;1;1;2;2;1;2;1;2;1;1;1;2,421556654507/422232610800,-675956293/422232610800,522109,2;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,16,2,19+37->2;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=4;tops=16,1,max=1;tops=13;26,8,max=1;tops=17,1,max=0;tops=9;10;12;13;15;16;17;18;20;22;23;25;26;28;29;30;31;33,1,max=1;tops=31,1,max=0;tops=9;10;12;13;15;16;17;18;20;22;23;25;26;28;29;30;31;33,1,max=0;tops=9;10;12;13;15;16;17;18;20;22;23;25;26;28;29;30;31;33,36,max=0;tops=9;10;12;13;15;16;17;18;20;22;23;25;26;28;29;30;31;33,2,max=0;tops=9;10;12;13;15;16;17;18;20;22;23;25;26;28;29;30;31;33,36,max=0;tops=9;10;12;13;15;16;17;18;20;22;23;25;26;28;29;30;31;33,51,max=0;tops=9;10;12;13;15;16;17;18;20;22;23;25;26;28;29;30;31;33,45,max=0;tops=9;10;12;13;15;16;17;18;20;22;23;25;26;28;29;30;31;33,22
61705,19+37,9;10;12;13;15;17;18;20;21;22;24;25;26;27;29;31;32;33;35,9,35,19,1;2;1;2;2;1;2;1;1;2;1;1;1;2;2;1;1;2,333587866957/330442912800,3144954157/330442912800,522111,2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,17,2,19+37->2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=1;tops=13;26,8,max=1;tops=17,1,max=0;tops=9;10;12;13;15;17;18;20;21;22;24;25;26;27;29;31;32;33;35,1,max=1;tops=31,1,max=0;tops=9;10;12;13;15;17;18;20;21;22;24;25;26;27;29;31;32;33;35,1,max=0;tops=9;10;12;13;15;17;18;20;21;22;24;25;26;27;29;31;32;33;35,40,max=0;tops=9;10;12;13;15;17;18;20;21;22;24;25;26;27;29;31;32;33;35,34,max=0;tops=9;10;12;13;15;17;18;20;21;22;24;25;26;27;29;31;32;33;35,31,max=0;tops=9;10;12;13;15;17;18;20;21;22;24;25;26;27;29;31;32;33;35,9,max=0;tops=9;10;12;13;15;17;18;20;21;22;24;25;26;27;29;31;32;33;35,52,max=0;tops=9;10;12;13;15;17;18;20;21;22;24;25;26;27;29;31;32;33;35,18
65042,19+37,9;10;12;14;15;17;18;20;21;22;23;25;27;28;29;30;31;32;34,9,34,19,1;2;2;1;2;1;2;1;1;1;2;2;1;1;1;1;1;2,588697544027/584629768800,4067775227/584629768800,522111,2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,17,2,19+37->2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=0;tops=9;10;12;14;15;17;18;20;21;22;23;25;27;28;29;30;31;32;34,5,max=1;tops=17;34,10,max=0;tops=9;10;12;14;15;17;18;20;21;22;23;25;27;28;29;30;31;32;34,1,max=1;tops=31,1,max=0;tops=9;10;12;14;15;17;18;20;21;22;23;25;27;28;29;30;31;32;34,1,max=0;tops=9;10;12;14;15;17;18;20;21;22;23;25;27;28;29;30;31;32;34,10,max=0;tops=9;10;12;14;15;17;18;20;21;22;23;25;27;28;29;30;31;32;34,18,max=0;tops=9;10;12;14;15;17;18;20;21;22;23;25;27;28;29;30;31;32;34,47,max=0;tops=9;10;12;14;15;17;18;20;21;22;23;25;27;28;29;30;31;32;34,10,max=0;tops=9;10;12;14;15;17;18;20;21;22;23;25;27;28;29;30;31;32;34,27,max=0;tops=9;10;12;14;15;17;18;20;21;22;23;25;27;28;29;30;31;32;34,14
67729,19+37,9;11;12;13;14;15;16;17;18;20;22;23;24;26;27;29;31,9,31,17,2;1;1;1;1;1;1;1;2;2;1;1;2;1;2;2,760086954413/760018699440,68254973/760018699440,522111,2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,17,2,19+37->2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=4;tops=16,1,max=1;tops=13;26,8,max=1;tops=17,1,max=0;tops=9;11;12;13;14;15;16;17;18;20;22;23;24;26;27;29;31,1,max=1;tops=31,1,max=0;tops=9;11;12;13;14;15;16;17;18;20;22;23;24;26;27;29;31,1,max=0;tops=9;11;12;13;14;15;16;17;18;20;22;23;24;26;27;29;31,32,max=0;tops=9;11;12;13;14;15;16;17;18;20;22;23;24;26;27;29;31,44,max=0;tops=9;11;12;13;14;15;16;17;18;20;22;23;24;26;27;29;31,44,max=0;tops=9;11;12;13;14;15;16;17;18;20;22;23;24;26;27;29;31,53,max=0;tops=9;11;12;13;14;15;16;17;18;20;22;23;24;26;27;29;31,26,max=0;tops=9;11;12;13;14;15;16;17;18;20;22;23;24;26;27;29;31,39
68479,19+37,9;11;12;13;14;15;16;18;20;22;24;26;27;28;29;30;32;34,9,34,18,2;1;1;1;1;1;2;2;2;2;2;1;1;1;1;2;2,2121740549/2131889760,-10149211/2131889760,522111,2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,17,2,19+37->2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=1;tops=13;26,8,max=1;tops=34,9,max=0;tops=9;11;12;13;14;15;16;18;20;22;24;26;27;28;29;30;32;34,1,max=0;tops=9;11;12;13;14;15;16;18;20;22;24;26;27;28;29;30;32;34,6,max=0;tops=9;11;12;13;14;15;16;18;20;22;24;26;27;28;29;30;32;34,1,max=0;tops=9;11;12;13;14;15;16;18;20;22;24;26;27;28;29;30;32;34,25,max=0;tops=9;11;12;13;14;15;16;18;20;22;24;26;27;28;29;30;32;34,15,max=0;tops=9;11;12;13;14;15;16;18;20;22;24;26;27;28;29;30;32;34,27,max=0;tops=9;11;12;13;14;15;16;18;20;22;24;26;27;28;29;30;32;34,7,max=0;tops=9;11;12;13;14;15;16;18;20;22;24;26;27;28;29;30;32;34,50,max=0;tops=9;11;12;13;14;15;16;18;20;22;24;26;27;28;29;30;32;34,16
71848,19+37,9;11;12;13;15;16;17;18;20;21;23;25;26;27;28;30;31;32,9,32,18,2;1;1;2;1;1;1;2;1;2;2;1;1;1;2;1;1,37251172087/37439344800,-188172713/37439344800,522103,2;3;5;11;13;17;23;29;31;41;43;47;53;59;61;67,16,2,19+37->2;3;5;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=5;tops=32,1,max=1;tops=13;26,8,max=1;tops=17,1,max=0;tops=9;11;12;13;15;16;17;18;20;21;23;25;26;27;28;30;31;32,1,max=1;tops=31,1,max=0;tops=9;11;12;13;15;16;17;18;20;21;23;25;26;27;28;30;31;32,1,max=0;tops=9;11;12;13;15;16;17;18;20;21;23;25;26;27;28;30;31;32,13,max=0;tops=9;11;12;13;15;16;17;18;20;21;23;25;26;27;28;30;31;32,2,max=0;tops=9;11;12;13;15;16;17;18;20;21;23;25;26;27;28;30;31;32,7,max=0;tops=9;11;12;13;15;16;17;18;20;21;23;25;26;27;28;30;31;32,50,max=0;tops=9;11;12;13;15;16;17;18;20;21;23;25;26;27;28;30;31;32,43,max=0;tops=9;11;12;13;15;16;17;18;20;21;23;25;26;27;28;30;31;32,2
74041,19+37,9;11;12;13;15;17;18;20;21;22;23;25;26;28;29;31;32;33;34,9,34,19,2;1;1;2;2;1;2;1;1;1;2;1;2;1;2;1;1;1,10986335267/10967080800,19254467/10967080800,391013,2;5;13;17;23;29;31;41;43;47;53;59;67,13,2,19+37->2;5;13;17;23;29;31;41;43;47;53;59;67,false,false,false,max=5;tops=32,1,max=1;tops=13;26,8,max=1;tops=17;34,10,max=0;tops=9;11;12;13;15;17;18;20;21;22;23;25;26;28;29;31;32;33;34,1,max=1;tops=31,1,max=0;tops=9;11;12;13;15;17;18;20;21;22;23;25;26;28;29;31;32;33;34,1,max=0;tops=9;11;12;13;15;17;18;20;21;22;23;25;26;28;29;31;32;33;34,16,max=0;tops=9;11;12;13;15;17;18;20;21;22;23;25;26;28;29;31;32;33;34,37,max=0;tops=9;11;12;13;15;17;18;20;21;22;23;25;26;28;29;31;32;33;34,2,max=0;tops=9;11;12;13;15;17;18;20;21;22;23;25;26;28;29;31;32;33;34,22,max=0;tops=9;11;12;13;15;17;18;20;21;22;23;25;26;28;29;31;32;33;34,1,max=0;tops=9;11;12;13;15;17;18;20;21;22;23;25;26;28;29;31;32;33;34,39
