candidate_id,escaped_backbone,denominators,min_denominator,max_denominator,length,gap_pattern,exact_sum,sum_minus_1,kill_mask,kill_primes,kill_count,first_killing_prime,covering_third_primes,contains_37_38,contains_61_62,contains_adjacent_factor_pair,valuation_profile_p2,top_layer_residue_sum_p2,valuation_profile_p13,top_layer_residue_sum_p13,valuation_profile_p17,top_layer_residue_sum_p17,valuation_profile_p19,top_layer_residue_sum_p19,valuation_profile_p31,top_layer_residue_sum_p31,valuation_profile_p37,top_layer_residue_sum_p37,valuation_profile_p41,top_layer_residue_sum_p41,valuation_profile_p47,top_layer_residue_sum_p47,valuation_profile_p53,top_layer_residue_sum_p53,valuation_profile_p59,top_layer_residue_sum_p59,valuation_profile_p61,top_layer_residue_sum_p61,valuation_profile_p67,top_layer_residue_sum_p67
398,2+31,6;7;8;10;12;14;15;17;19;20;22;24,6,24,12,1;1;2;2;2;1;2;2;1;2;2,749509/746130,3379/746130,523262,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,17,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=0;tops=6;7;8;10;12;14;15;17;19;20;22;24,9,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=6;7;8;10;12;14;15;17;19;20;22;24,1,max=0;tops=6;7;8;10;12;14;15;17;19;20;22;24,0,max=0;tops=6;7;8;10;12;14;15;17;19;20;22;24,40,max=0;tops=6;7;8;10;12;14;15;17;19;20;22;24,0,max=0;tops=6;7;8;10;12;14;15;17;19;20;22;24,44,max=0;tops=6;7;8;10;12;14;15;17;19;20;22;24,2,max=0;tops=6;7;8;10;12;14;15;17;19;20;22;24,11,max=0;tops=6;7;8;10;12;14;15;17;19;20;22;24,51
477,2+31,6;7;9;10;12;13;15;17;19;20;22;23,6,23,12,1;2;1;2;1;2;2;2;1;2;1,667903853/669278610,-1374757/669278610,392190,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;67,16,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;67,false,false,false,max=2;tops=12;20,0,max=1;tops=13,1,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=6;7;9;10;12;13;15;17;19;20;22;23,1,max=0;tops=6;7;9;10;12;13;15;17;19;20;22;23,6,max=0;tops=6;7;9;10;12;13;15;17;19;20;22;23,24,max=0;tops=6;7;9;10;12;13;15;17;19;20;22;23,3,max=0;tops=6;7;9;10;12;13;15;17;19;20;22;23,48,max=0;tops=6;7;9;10;12;13;15;17;19;20;22;23,9,max=0;tops=6;7;9;10;12;13;15;17;19;20;22;23,1,max=0;tops=6;7;9;10;12;13;15;17;19;20;22;23,52
493,2+31,6;7;9;10;12;14;15;17;18;19;20;22,6,22,12,1;2;1;2;2;1;2;1;1;1;2,749509/746130,3379/746130,523260,5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,16,5,2+31->5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=2;tops=12;20,0,max=0;tops=6;7;9;10;12;14;15;17;18;19;20;22,9,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=6;7;9;10;12;14;15;17;18;19;20;22,1,max=0;tops=6;7;9;10;12;14;15;17;18;19;20;22,0,max=0;tops=6;7;9;10;12;14;15;17;18;19;20;22,40,max=0;tops=6;7;9;10;12;14;15;17;18;19;20;22,0,max=0;tops=6;7;9;10;12;14;15;17;18;19;20;22,44,max=0;tops=6;7;9;10;12;14;15;17;18;19;20;22,2,max=0;tops=6;7;9;10;12;14;15;17;18;19;20;22,11,max=0;tops=6;7;9;10;12;14;15;17;18;19;20;22,51
543,2+31,6;7;9;11;12;13;15;17;18;20;21;23,6,23,12,1;2;2;1;1;2;2;1;2;1;2,5835308/5870865,-35557/5870865,521212,5;7;11;13;17;19;23;29;41;43;47;53;59;61;67,15,5,2+31->5;7;11;13;17;19;23;29;41;43;47;53;59;61;67,false,false,false,max=2;tops=12;20,0,max=1;tops=13,1,max=1;tops=17,1,max=0;tops=6;7;9;11;12;13;15;17;18;20;21;23,5,max=0;tops=6;7;9;11;12;13;15;17;18;20;21;23,1,max=0;tops=6;7;9;11;12;13;15;17;18;20;21;23,1,max=0;tops=6;7;9;11;12;13;15;17;18;20;21;23,20,max=0;tops=6;7;9;11;12;13;15;17;18;20;21;23,23,max=0;tops=6;7;9;11;12;13;15;17;18;20;21;23,4,max=0;tops=6;7;9;11;12;13;15;17;18;20;21;23,35,max=0;tops=6;7;9;11;12;13;15;17;18;20;21;23,36,max=0;tops=6;7;9;11;12;13;15;17;18;20;21;23,66
633,19+37,6;7;9;11;13;14;16;18;20;22;24;26;27,6,27,13,1;2;2;2;1;2;2;2;2;2;2;1,2141773/2162160,-20387/2162160,521599,2;3;5;7;11;13;17;23;31;41;43;47;53;59;61;67,16,2,19+37->2;3;5;7;11;13;17;23;31;41;43;47;53;59;61;67,false,false,false,max=4;tops=16,1,max=1;tops=13;26,8,max=0;tops=6;7;9;11;13;14;16;18;20;22;24;26;27,3,max=0;tops=6;7;9;11;13;14;16;18;20;22;24;26;27,1,max=0;tops=6;7;9;11;13;14;16;18;20;22;24;26;27,15,max=0;tops=6;7;9;11;13;14;16;18;20;22;24;26;27,1,max=0;tops=6;7;9;11;13;14;16;18;20;22;24;26;27,17,max=0;tops=6;7;9;11;13;14;16;18;20;22;24;26;27,9,max=0;tops=6;7;9;11;13;14;16;18;20;22;24;26;27,42,max=0;tops=6;7;9;11;13;14;16;18;20;22;24;26;27,8,max=0;tops=6;7;9;11;13;14;16;18;20;22;24;26;27,53,max=0;tops=6;7;9;11;13;14;16;18;20;22;24;26;27,17
1066,2+31,6;8;9;11;13;15;17;19;20;21;23;24;25;27,6,27,14,2;1;2;2;2;2;2;1;1;2;1;1;2,20249681567/20078358300,171323267/20078358300,523262,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,17,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13,1,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=6;8;9;11;13;15;17;19;20;21;23;24;25;27,1,max=0;tops=6;8;9;11;13;15;17;19;20;21;23;24;25;27,0,max=0;tops=6;8;9;11;13;15;17;19;20;21;23;24;25;27,14,max=0;tops=6;8;9;11;13;15;17;19;20;21;23;24;25;27,10,max=0;tops=6;8;9;11;13;15;17;19;20;21;23;24;25;27,27,max=0;tops=6;8;9;11;13;15;17;19;20;21;23;24;25;27,30,max=0;tops=6;8;9;11;13;15;17;19;20;21;23;24;25;27,37,max=0;tops=6;8;9;11;13;15;17;19;20;21;23;24;25;27,62
1081,2+31,6;8;9;11;13;15;17;19;20;22;24;25;26;27,6,27,14,2;1;2;2;2;2;2;1;2;2;1;1;1,124878847/124710300,168547/124710300,523262,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,17,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=6;8;9;11;13;15;17;19;20;22;24;25;26;27,1,max=0;tops=6;8;9;11;13;15;17;19;20;22;24;25;26;27,20,max=0;tops=6;8;9;11;13;15;17;19;20;22;24;25;26;27,4,max=0;tops=6;8;9;11;13;15;17;19;20;22;24;25;26;27,9,max=0;tops=6;8;9;11;13;15;17;19;20;22;24;25;26;27,41,max=0;tops=6;8;9;11;13;15;17;19;20;22;24;25;26;27,43,max=0;tops=6;8;9;11;13;15;17;19;20;22;24;25;26;27,15,max=0;tops=6;8;9;11;13;15;17;19;20;22;24;25;26;27,57
1411,2+31,6;8;10;11;13;15;17;18;20;22;23;24;26;28,6,28,14,2;2;1;2;2;2;1;2;2;1;1;2;2,17530166/17612595,-82429/17612595,523262,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,17,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=0;tops=6;8;10;11;13;15;17;18;20;22;23;24;26;28,18,max=0;tops=6;8;10;11;13;15;17;18;20;22;23;24;26;28,1,max=0;tops=6;8;10;11;13;15;17;18;20;22;23;24;26;28,28,max=0;tops=6;8;10;11;13;15;17;18;20;22;23;24;26;28,39,max=0;tops=6;8;10;11;13;15;17;18;20;22;23;24;26;28,4,max=0;tops=6;8;10;11;13;15;17;18;20;22;23;24;26;28,34,max=0;tops=6;8;10;11;13;15;17;18;20;22;23;24;26;28,33,max=0;tops=6;8;10;11;13;15;17;18;20;22;23;24;26;28,27,max=0;tops=6;8;10;11;13;15;17;18;20;22;23;24;26;28,53
1443,2+31,6;8;10;11;13;15;17;19;21;22;23;24;25;27,6,27,14,2;2;1;2;2;2;2;2;1;1;1;1;2,4983830858/5019589575,-35758717/5019589575,523262,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,17,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13,1,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=6;8;10;11;13;15;17;19;21;22;23;24;25;27,1,max=0;tops=6;8;10;11;13;15;17;19;21;22;23;24;25;27,12,max=0;tops=6;8;10;11;13;15;17;19;21;22;23;24;25;27,8,max=0;tops=6;8;10;11;13;15;17;19;21;22;23;24;25;27,44,max=0;tops=6;8;10;11;13;15;17;19;21;22;23;24;25;27,17,max=0;tops=6;8;10;11;13;15;17;19;21;22;23;24;25;27,38,max=0;tops=6;8;10;11;13;15;17;19;21;22;23;24;25;27,25,max=0;tops=6;8;10;11;13;15;17;19;21;22;23;24;25;27,34
1638,2+31,6;8;10;12;13;15;17;18;19;20;22;24;26;27,6,27,14,2;2;2;1;2;2;1;1;1;2;2;2;1,6224417/6235515,-11098/6235515,523262,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,17,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=6;8;10;12;13;15;17;18;19;20;22;24;26;27,1,max=0;tops=6;8;10;12;13;15;17;18;19;20;22;24;26;27,15,max=0;tops=6;8;10;12;13;15;17;18;19;20;22;24;26;27,11,max=0;tops=6;8;10;12;13;15;17;18;19;20;22;24;26;27,44,max=0;tops=6;8;10;12;13;15;17;18;19;20;22;24;26;27,39,max=0;tops=6;8;10;12;13;15;17;18;19;20;22;24;26;27,21,max=0;tops=6;8;10;12;13;15;17;18;19;20;22;24;26;27,37,max=0;tops=6;8;10;12;13;15;17;18;19;20;22;24;26;27,38
1676,2+31,6;8;10;12;13;15;17;19;20;21;23;24;25;26,6,26,14,2;2;2;1;2;2;2;1;1;2;1;1;1,50260307/50702925,-442618/50702925,457710,3;5;7;13;17;19;23;29;37;41;43;47;53;61;67,15,3,2+31->3;5;7;13;17;19;23;29;37;41;43;47;53;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=6;8;10;12;13;15;17;19;20;21;23;24;25;26,1,max=0;tops=6;8;10;12;13;15;17;19;20;21;23;24;25;26,36,max=0;tops=6;8;10;12;13;15;17;19;20;21;23;24;25;26,20,max=0;tops=6;8;10;12;13;15;17;19;20;21;23;24;25;26,27,max=0;tops=6;8;10;12;13;15;17;19;20;21;23;24;25;26,35,max=0;tops=6;8;10;12;13;15;17;19;20;21;23;24;25;26,1,max=0;tops=6;8;10;12;13;15;17;19;20;21;23;24;25;26,5,max=0;tops=6;8;10;12;13;15;17;19;20;21;23;24;25;26,38
1811,2+31,6;8;10;12;14;15;17;18;19;21;22;23;24;25,6,25,14,2;2;2;2;1;2;1;1;2;1;1;1;1,513967063/514829700,-862637/514829700,523262,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,17,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=0;tops=6;8;10;12;14;15;17;18;19;21;22;23;24;25,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=6;8;10;12;14;15;17;18;19;21;22;23;24;25,1,max=0;tops=6;8;10;12;14;15;17;18;19;21;22;23;24;25,31,max=0;tops=6;8;10;12;14;15;17;18;19;21;22;23;24;25,20,max=0;tops=6;8;10;12;14;15;17;18;19;21;22;23;24;25,6,max=0;tops=6;8;10;12;14;15;17;18;19;21;22;23;24;25,43,max=0;tops=6;8;10;12;14;15;17;18;19;21;22;23;24;25,35,max=0;tops=6;8;10;12;14;15;17;18;19;21;22;23;24;25,58,max=0;tops=6;8;10;12;14;15;17;18;19;21;22;23;24;25,30
1860,2+31,6;8;10;12;14;15;17;19;21;22;24;25;26;28;30,6,30,15,2;2;2;2;1;2;2;2;1;2;1;1;2;2,8138038/8083075,54963/8083075,523260,5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,16,5,2+31->5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=26,7,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=6;8;10;12;14;15;17;19;21;22;24;25;26;28;30,1,max=0;tops=6;8;10;12;14;15;17;19;21;22;24;25;26;28;30,2,max=0;tops=6;8;10;12;14;15;17;19;21;22;24;25;26;28;30,16,max=0;tops=6;8;10;12;14;15;17;19;21;22;24;25;26;28;30,18,max=0;tops=6;8;10;12;14;15;17;19;21;22;24;25;26;28;30,14,max=0;tops=6;8;10;12;14;15;17;19;21;22;24;25;26;28;30,40,max=0;tops=6;8;10;12;14;15;17;19;21;22;24;25;26;28;30,48,max=0;tops=6;8;10;12;14;15;17;19;21;22;24;25;26;28;30,53
2322,2+31,7;8;9;10;12;13;15;17;19;20;22;23;24,7,24,13,1;1;1;2;1;2;2;2;1;2;1;1,667903853/669278610,-1374757/669278610,392190,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;67,16,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13,1,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;9;10;12;13;15;17;19;20;22;23;24,1,max=0;tops=7;8;9;10;12;13;15;17;19;20;22;23;24,6,max=0;tops=7;8;9;10;12;13;15;17;19;20;22;23;24,24,max=0;tops=7;8;9;10;12;13;15;17;19;20;22;23;24,3,max=0;tops=7;8;9;10;12;13;15;17;19;20;22;23;24,48,max=0;tops=7;8;9;10;12;13;15;17;19;20;22;23;24,9,max=0;tops=7;8;9;10;12;13;15;17;19;20;22;23;24,1,max=0;tops=7;8;9;10;12;13;15;17;19;20;22;23;24,52
2349,2+31,7;8;9;10;12;14;15;17;18;19;20;22;24,7,24,13,1;1;1;2;2;1;2;1;1;1;2;2,749509/746130,3379/746130,523260,5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,16,5,2+31->5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=0;tops=7;8;9;10;12;14;15;17;18;19;20;22;24,9,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;9;10;12;14;15;17;18;19;20;22;24,1,max=0;tops=7;8;9;10;12;14;15;17;18;19;20;22;24,0,max=0;tops=7;8;9;10;12;14;15;17;18;19;20;22;24,40,max=0;tops=7;8;9;10;12;14;15;17;18;19;20;22;24,0,max=0;tops=7;8;9;10;12;14;15;17;18;19;20;22;24,44,max=0;tops=7;8;9;10;12;14;15;17;18;19;20;22;24,2,max=0;tops=7;8;9;10;12;14;15;17;18;19;20;22;24,11,max=0;tops=7;8;9;10;12;14;15;17;18;19;20;22;24,51
2458,2+31,7;8;9;11;12;13;15;17;18;20;21;23;24,7,24,13,1;1;2;1;1;2;2;1;2;1;2;1,5835308/5870865,-35557/5870865,521212,5;7;11;13;17;19;23;29;41;43;47;53;59;61;67,15,5,2+31->5;7;11;13;17;19;23;29;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13,1,max=1;tops=17,1,max=0;tops=7;8;9;11;12;13;15;17;18;20;21;23;24,5,max=0;tops=7;8;9;11;12;13;15;17;18;20;21;23;24,1,max=0;tops=7;8;9;11;12;13;15;17;18;20;21;23;24,1,max=0;tops=7;8;9;11;12;13;15;17;18;20;21;23;24,20,max=0;tops=7;8;9;11;12;13;15;17;18;20;21;23;24,23,max=0;tops=7;8;9;11;12;13;15;17;18;20;21;23;24,4,max=0;tops=7;8;9;11;12;13;15;17;18;20;21;23;24,35,max=0;tops=7;8;9;11;12;13;15;17;18;20;21;23;24,36,max=0;tops=7;8;9;11;12;13;15;17;18;20;21;23;24,66
2588,2+31,7;8;9;11;13;14;15;17;19;21;22;24;25;26,7,26,14,1;1;2;2;1;1;2;2;2;1;2;1;1,73442602/72747675,694927/72747675,522750,3;5;7;11;13;17;19;23;37;41;43;47;53;59;61;67,16,3,2+31->3;5;7;11;13;17;19;23;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;9;11;13;14;15;17;19;21;22;24;25;26,1,max=0;tops=7;8;9;11;13;14;15;17;19;21;22;24;25;26,19,max=0;tops=7;8;9;11;13;14;15;17;19;21;22;24;25;26,13,max=0;tops=7;8;9;11;13;14;15;17;19;21;22;24;25;26,27,max=0;tops=7;8;9;11;13;14;15;17;19;21;22;24;25;26,21,max=0;tops=7;8;9;11;13;14;15;17;19;21;22;24;25;26,36,max=0;tops=7;8;9;11;13;14;15;17;19;21;22;24;25;26,30,max=0;tops=7;8;9;11;13;14;15;17;19;21;22;24;25;26,27
2756,2+31,7;8;9;11;13;15;17;18;19;20;22;23;24;25,7,25,14,1;1;2;2;2;2;1;1;1;2;1;1;1,744443971/743642900,801071/743642900,523260,5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,16,5,2+31->5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13,1,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;9;11;13;15;17;18;19;20;22;23;24;25,1,max=0;tops=7;8;9;11;13;15;17;18;19;20;22;23;24;25,11,max=0;tops=7;8;9;11;13;15;17;18;19;20;22;23;24;25,17,max=0;tops=7;8;9;11;13;15;17;18;19;20;22;23;24;25,15,max=0;tops=7;8;9;11;13;15;17;18;19;20;22;23;24;25,50,max=0;tops=7;8;9;11;13;15;17;18;19;20;22;23;24;25,31,max=0;tops=7;8;9;11;13;15;17;18;19;20;22;23;24;25,40,max=0;tops=7;8;9;11;13;15;17;18;19;20;22;23;24;25,4
2793,2+31,7;8;9;11;13;15;17;19;20;22;24;25;26;28;30,7,30,15,1;1;2;2;2;2;2;1;2;2;1;1;2;2,73442602/72747675,694927/72747675,522750,3;5;7;11;13;17;19;23;37;41;43;47;53;59;61;67,16,3,2+31->3;5;7;11;13;17;19;23;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;9;11;13;15;17;19;20;22;24;25;26;28;30,1,max=0;tops=7;8;9;11;13;15;17;19;20;22;24;25;26;28;30,19,max=0;tops=7;8;9;11;13;15;17;19;20;22;24;25;26;28;30,13,max=0;tops=7;8;9;11;13;15;17;19;20;22;24;25;26;28;30,27,max=0;tops=7;8;9;11;13;15;17;19;20;22;24;25;26;28;30,21,max=0;tops=7;8;9;11;13;15;17;19;20;22;24;25;26;28;30,36,max=0;tops=7;8;9;11;13;15;17;19;20;22;24;25;26;28;30,30,max=0;tops=7;8;9;11;13;15;17;19;20;22;24;25;26;28;30,27
2914,2+31,7;8;10;11;12;13;15;17;19;21;22;24;25;27,7,27,14,1;2;1;1;1;2;2;2;2;1;2;1;2,880760509/872972100,7788409/872972100,523262,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,17,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13,1,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;10;11;12;13;15;17;19;21;22;24;25;27,1,max=0;tops=7;8;10;11;12;13;15;17;19;21;22;24;25;27,2,max=0;tops=7;8;10;11;12;13;15;17;19;21;22;24;25;27,6,max=0;tops=7;8;10;11;12;13;15;17;19;21;22;24;25;27,22,max=0;tops=7;8;10;11;12;13;15;17;19;21;22;24;25;27,47,max=0;tops=7;8;10;11;12;13;15;17;19;21;22;24;25;27,32,max=0;tops=7;8;10;11;12;13;15;17;19;21;22;24;25;27,57,max=0;tops=7;8;10;11;12;13;15;17;19;21;22;24;25;27,19
3061,19+37,7;8;10;11;13;14;15;17;18;20;21;23;25;26,7,26,14,1;2;1;2;1;1;2;1;2;1;2;2;1,709944317/704503800,5440517/704503800,522111,2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,17,2,19+37->2;3;5;7;11;13;17;23;29;31;41;43;47;53;59;61;67,false,false,false,max=3;tops=8,1,max=1;tops=13;26,8,max=1;tops=17,1,max=0;tops=7;8;10;11;13;14;15;17;18;20;21;23;25;26,1,max=0;tops=7;8;10;11;13;14;15;17;18;20;21;23;25;26,18,max=0;tops=7;8;10;11;13;14;15;17;18;20;21;23;25;26,1,max=0;tops=7;8;10;11;13;14;15;17;18;20;21;23;25;26,4,max=0;tops=7;8;10;11;13;14;15;17;18;20;21;23;25;26,42,max=0;tops=7;8;10;11;13;14;15;17;18;20;21;23;25;26,28,max=0;tops=7;8;10;11;13;14;15;17;18;20;21;23;25;26,47,max=0;tops=7;8;10;11;13;14;15;17;18;20;21;23;25;26,36,max=0;tops=7;8;10;11;13;14;15;17;18;20;21;23;25;26,54
3271,2+31,7;8;10;11;13;15;17;18;19;20;21;23;24;25,7,25,14,1;2;1;2;2;2;1;1;1;1;2;1;1,6640117999/6692786100,-52668101/6692786100,523262,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,17,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13,1,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;10;11;13;15;17;18;19;20;21;23;24;25,1,max=0;tops=7;8;10;11;13;15;17;18;19;20;21;23;24;25,2,max=0;tops=7;8;10;11;13;15;17;18;19;20;21;23;24;25,37,max=0;tops=7;8;10;11;13;15;17;18;19;20;21;23;24;25,21,max=0;tops=7;8;10;11;13;15;17;18;19;20;21;23;24;25,14,max=0;tops=7;8;10;11;13;15;17;18;19;20;21;23;24;25,44,max=0;tops=7;8;10;11;13;15;17;18;19;20;21;23;24;25,7,max=0;tops=7;8;10;11;13;15;17;18;19;20;21;23;24;25,55
3339,2+31,7;8;10;11;13;15;17;19;20;22;23;24;25;26;27,7,27,15,1;2;1;2;2;2;2;1;2;1;1;1;1;1,20277317447/20078358300,198959147/20078358300,523262,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,17,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;10;11;13;15;17;19;20;22;23;24;25;26;27,1,max=0;tops=7;8;10;11;13;15;17;19;20;22;23;24;25;26;27,27,max=0;tops=7;8;10;11;13;15;17;19;20;22;23;24;25;26;27,33,max=0;tops=7;8;10;11;13;15;17;19;20;22;23;24;25;26;27,38,max=0;tops=7;8;10;11;13;15;17;19;20;22;23;24;25;26;27,4,max=0;tops=7;8;10;11;13;15;17;19;20;22;23;24;25;26;27,28,max=0;tops=7;8;10;11;13;15;17;19;20;22;23;24;25;26;27,28,max=0;tops=7;8;10;11;13;15;17;19;20;22;23;24;25;26;27,49
3367,2+31,7;8;10;11;13;15;17;19;20;22;24;26;28;29;30,7,30,15,1;2;1;2;2;2;2;1;2;2;2;2;1;1,55860131/56258202,-398071/56258202,523258,3;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,16,3,2+31->3;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;10;11;13;15;17;19;20;22;24;26;28;29;30,1,max=0;tops=7;8;10;11;13;15;17;19;20;22;24;26;28;29;30,32,max=0;tops=7;8;10;11;13;15;17;19;20;22;24;26;28;29;30,12,max=0;tops=7;8;10;11;13;15;17;19;20;22;24;26;28;29;30,20,max=0;tops=7;8;10;11;13;15;17;19;20;22;24;26;28;29;30,25,max=0;tops=7;8;10;11;13;15;17;19;20;22;24;26;28;29;30,27,max=0;tops=7;8;10;11;13;15;17;19;20;22;24;26;28;29;30,8,max=0;tops=7;8;10;11;13;15;17;19;20;22;24;26;28;29;30,37
3408,2+31,7;8;10;11;13;15;17;19;21;23;24;26;27;28;30,7,30,15,1;2;1;2;2;2;2;2;2;1;2;1;1;2,3980017537/4015671660,-35654123/4015671660,523262,3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,17,3,2+31->3;5;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;10;11;13;15;17;19;21;23;24;26;27;28;30,1,max=0;tops=7;8;10;11;13;15;17;19;21;23;24;26;27;28;30,34,max=0;tops=7;8;10;11;13;15;17;19;21;23;24;26;27;28;30,34,max=0;tops=7;8;10;11;13;15;17;19;21;23;24;26;27;28;30,13,max=0;tops=7;8;10;11;13;15;17;19;21;23;24;26;27;28;30,45,max=0;tops=7;8;10;11;13;15;17;19;21;23;24;26;27;28;30,14,max=0;tops=7;8;10;11;13;15;17;19;21;23;24;26;27;28;30,38,max=0;tops=7;8;10;11;13;15;17;19;21;23;24;26;27;28;30,2
3438,2+31,7;8;10;12;13;14;15;17;18;19;21;22;24;26,7,26,14,1;2;2;1;1;1;2;1;1;2;1;2;2,11714369/11639628,74741/11639628,523258,3;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,16,3,2+31->3;7;11;13;17;19;23;29;37;41;43;47;53;59;61;67,false,false,false,max=3;tops=8;24,0,max=1;tops=13;26,8,max=1;tops=17,1,max=1;tops=19,1,max=0;tops=7;8;10;12;13;14;15;17;18;19;21;22;24;26,1,max=0;tops=7;8;10;12;13;14;15;17;18;19;21;22;24;26,14,max=0;tops=7;8;10;12;13;14;15;17;18;19;21;22;24;26,20,max=0;tops=7;8;10;12;13;14;15;17;18;19;21;22;24;26,15,max=0;tops=7;8;10;12;13;14;15;17;18;19;21;22;24;26,19,max=0;tops=7;8;10;12;13;14;15;17;18;19;21;22;24;26,14,max=0;tops=7;8;10;12;13;14;15;17;18;19;21;22;24;26,52,max=0;tops=7;8;10;12;13;14;15;17;18;19;21;22;24;26,8
